,id,starttime,endtime,location,car_type,car_id
8761,c_loc_11_xl_1667876926.288982,2022-11-07 19:08:46.288982,2022-11-12 19:08:46.288982,loc_11,xl,c_158
8762,c_loc_4_green_1667876927.288982,2022-11-07 19:08:47.288982,2022-11-12 19:08:47.288982,loc_4,green,c_145
8763,c_loc_13_comfort_1667876928.288982,2022-11-07 19:08:48.288982,2022-11-12 19:08:48.288982,loc_13,comfort,c_643
8764,c_loc_0_xl_1667876929.288982,2022-11-07 19:08:49.288982,2022-11-12 19:08:49.288982,loc_0,xl,c_752
8765,c_loc_6_green_1667876930.288982,2022-11-07 19:08:50.288982,2022-11-12 19:08:50.288982,loc_6,green,c_393
8766,c_loc_18_xl_1667876931.288982,2022-11-07 19:08:51.288982,2022-11-12 19:08:51.288982,loc_18,xl,c_145
8767,c_loc_12_green_1667876932.288982,2022-11-07 19:08:52.288982,2022-11-12 19:08:52.288982,loc_12,green,c_29
8768,c_loc_17_x_1667876933.288982,2022-11-07 19:08:53.288982,2022-11-12 19:08:53.288982,loc_17,x,c_753
8769,c_loc_17_xl_1667876934.288982,2022-11-07 19:08:54.288982,2022-11-12 19:08:54.288982,loc_17,xl,c_765
8770,c_loc_13_comfort_1667876935.288982,2022-11-07 19:08:55.288982,2022-11-12 19:08:55.288982,loc_13,comfort,c_858
8771,c_loc_5_x_1667876936.288982,2022-11-07 19:08:56.288982,2022-11-12 19:08:56.288982,loc_5,x,c_98
8772,c_loc_17_green_1667876937.288982,2022-11-07 19:08:57.288982,2022-11-12 19:08:57.288982,loc_17,green,c_777
8773,c_loc_13_x_1667876938.288982,2022-11-07 19:08:58.288982,2022-11-12 19:08:58.288982,loc_13,x,c_45
8774,c_loc_19_xl_1667876939.288982,2022-11-07 19:08:59.288982,2022-11-12 19:08:59.288982,loc_19,xl,c_416
8775,c_loc_1_green_1667876940.288982,2022-11-07 19:09:00.288982,2022-11-12 19:09:00.288982,loc_1,green,c_329
8776,c_loc_8_xl_1667876941.288982,2022-11-07 19:09:01.288982,2022-11-12 19:09:01.288982,loc_8,xl,c_749
8777,c_loc_7_xl_1667876942.288982,2022-11-07 19:09:02.288982,2022-11-12 19:09:02.288982,loc_7,xl,c_53
8778,c_loc_8_xl_1667876943.288982,2022-11-07 19:09:03.288982,2022-11-12 19:09:03.288982,loc_8,xl,c_563
8779,c_loc_18_green_1667876944.288982,2022-11-07 19:09:04.288982,2022-11-12 19:09:04.288982,loc_18,green,c_861
8780,c_loc_11_comfort_1667876945.288982,2022-11-07 19:09:05.288982,2022-11-12 19:09:05.288982,loc_11,comfort,c_164
8781,c_loc_17_x_1667876946.288982,2022-11-07 19:09:06.288982,2022-11-12 19:09:06.288982,loc_17,x,c_512
8782,c_loc_9_comfort_1667876947.288982,2022-11-07 19:09:07.288982,2022-11-12 19:09:07.288982,loc_9,comfort,c_437
8783,c_loc_18_xl_1667876948.288982,2022-11-07 19:09:08.288982,2022-11-12 19:09:08.288982,loc_18,xl,c_125
8784,c_loc_19_x_1667876949.288982,2022-11-07 19:09:09.288982,2022-11-12 19:09:09.288982,loc_19,x,c_986
8785,c_loc_8_xl_1667876950.288982,2022-11-07 19:09:10.288982,2022-11-12 19:09:10.288982,loc_8,xl,c_950
8786,c_loc_11_x_1667876951.288982,2022-11-07 19:09:11.288982,2022-11-12 19:09:11.288982,loc_11,x,c_82
8787,c_loc_7_xl_1667876952.288982,2022-11-07 19:09:12.288982,2022-11-12 19:09:12.288982,loc_7,xl,c_146
8788,c_loc_5_green_1667876953.288982,2022-11-07 19:09:13.288982,2022-11-12 19:09:13.288982,loc_5,green,c_944
8789,c_loc_6_xl_1667876954.288982,2022-11-07 19:09:14.288982,2022-11-12 19:09:14.288982,loc_6,xl,c_86
8790,c_loc_6_comfort_1667876955.288982,2022-11-07 19:09:15.288982,2022-11-12 19:09:15.288982,loc_6,comfort,c_749
8791,c_loc_12_xl_1667876956.288982,2022-11-07 19:09:16.288982,2022-11-12 19:09:16.288982,loc_12,xl,c_127
8792,c_loc_0_xl_1667876957.288982,2022-11-07 19:09:17.288982,2022-11-12 19:09:17.288982,loc_0,xl,c_693
8793,c_loc_10_xl_1667876958.288982,2022-11-07 19:09:18.288982,2022-11-12 19:09:18.288982,loc_10,xl,c_291
8794,c_loc_14_green_1667876959.288982,2022-11-07 19:09:19.288982,2022-11-12 19:09:19.288982,loc_14,green,c_545
8795,c_loc_1_xl_1667876960.288982,2022-11-07 19:09:20.288982,2022-11-12 19:09:20.288982,loc_1,xl,c_980
8796,c_loc_2_xl_1667876961.288982,2022-11-07 19:09:21.288982,2022-11-12 19:09:21.288982,loc_2,xl,c_974
8797,c_loc_9_green_1667876962.288982,2022-11-07 19:09:22.288982,2022-11-12 19:09:22.288982,loc_9,green,c_511
8798,c_loc_11_xl_1667876963.288982,2022-11-07 19:09:23.288982,2022-11-12 19:09:23.288982,loc_11,xl,c_747
8799,c_loc_0_x_1667876964.288982,2022-11-07 19:09:24.288982,2022-11-12 19:09:24.288982,loc_0,x,c_256
8800,c_loc_16_comfort_1667876965.288982,2022-11-07 19:09:25.288982,2022-11-12 19:09:25.288982,loc_16,comfort,c_48
8801,c_loc_18_green_1667876966.288982,2022-11-07 19:09:26.288982,2022-11-12 19:09:26.288982,loc_18,green,c_628
8802,c_loc_5_green_1667876967.288982,2022-11-07 19:09:27.288982,2022-11-12 19:09:27.288982,loc_5,green,c_970
8803,c_loc_12_xl_1667876968.288982,2022-11-07 19:09:28.288982,2022-11-12 19:09:28.288982,loc_12,xl,c_798
8804,c_loc_13_xl_1667876969.288982,2022-11-07 19:09:29.288982,2022-11-12 19:09:29.288982,loc_13,xl,c_957
8805,c_loc_10_x_1667876970.288982,2022-11-07 19:09:30.288982,2022-11-12 19:09:30.288982,loc_10,x,c_515
8806,c_loc_15_x_1667876971.288982,2022-11-07 19:09:31.288982,2022-11-12 19:09:31.288982,loc_15,x,c_344
8807,c_loc_6_comfort_1667876972.288982,2022-11-07 19:09:32.288982,2022-11-12 19:09:32.288982,loc_6,comfort,c_820
8808,c_loc_13_xl_1667876973.288982,2022-11-07 19:09:33.288982,2022-11-12 19:09:33.288982,loc_13,xl,c_439
8809,c_loc_16_green_1667876974.288982,2022-11-07 19:09:34.288982,2022-11-12 19:09:34.288982,loc_16,green,c_524
8810,c_loc_1_x_1667876975.288982,2022-11-07 19:09:35.288982,2022-11-12 19:09:35.288982,loc_1,x,c_430
8811,c_loc_11_x_1667876976.288982,2022-11-07 19:09:36.288982,2022-11-12 19:09:36.288982,loc_11,x,c_610
8812,c_loc_2_x_1667876977.288982,2022-11-07 19:09:37.288982,2022-11-12 19:09:37.288982,loc_2,x,c_925
8813,c_loc_10_green_1667876978.288982,2022-11-07 19:09:38.288982,2022-11-12 19:09:38.288982,loc_10,green,c_4
8814,c_loc_3_xl_1667876979.288982,2022-11-07 19:09:39.288982,2022-11-12 19:09:39.288982,loc_3,xl,c_987
8815,c_loc_0_x_1667876980.288982,2022-11-07 19:09:40.288982,2022-11-12 19:09:40.288982,loc_0,x,c_560
8816,c_loc_9_green_1667876981.288982,2022-11-07 19:09:41.288982,2022-11-12 19:09:41.288982,loc_9,green,c_556
8817,c_loc_8_comfort_1667876982.288982,2022-11-07 19:09:42.288982,2022-11-12 19:09:42.288982,loc_8,comfort,c_384
8818,c_loc_8_comfort_1667876983.288982,2022-11-07 19:09:43.288982,2022-11-12 19:09:43.288982,loc_8,comfort,c_838
8819,c_loc_14_xl_1667876984.288982,2022-11-07 19:09:44.288982,2022-11-12 19:09:44.288982,loc_14,xl,c_233
8820,c_loc_9_xl_1667876985.288982,2022-11-07 19:09:45.288982,2022-11-12 19:09:45.288982,loc_9,xl,c_15
8821,c_loc_11_comfort_1667876986.288982,2022-11-07 19:09:46.288982,2022-11-12 19:09:46.288982,loc_11,comfort,c_556
8822,c_loc_7_green_1667876987.288982,2022-11-07 19:09:47.288982,2022-11-12 19:09:47.288982,loc_7,green,c_512
8823,c_loc_7_green_1667876988.288982,2022-11-07 19:09:48.288982,2022-11-12 19:09:48.288982,loc_7,green,c_683
8824,c_loc_12_comfort_1667876989.288982,2022-11-07 19:09:49.288982,2022-11-12 19:09:49.288982,loc_12,comfort,c_216
8825,c_loc_14_xl_1667876990.288982,2022-11-07 19:09:50.288982,2022-11-12 19:09:50.288982,loc_14,xl,c_929
8826,c_loc_9_comfort_1667876991.288982,2022-11-07 19:09:51.288982,2022-11-12 19:09:51.288982,loc_9,comfort,c_469
8827,c_loc_7_green_1667876992.288982,2022-11-07 19:09:52.288982,2022-11-12 19:09:52.288982,loc_7,green,c_4
8828,c_loc_10_xl_1667876993.288982,2022-11-07 19:09:53.288982,2022-11-12 19:09:53.288982,loc_10,xl,c_945
8829,c_loc_19_x_1667876994.288982,2022-11-07 19:09:54.288982,2022-11-12 19:09:54.288982,loc_19,x,c_614
8830,c_loc_14_x_1667876995.288982,2022-11-07 19:09:55.288982,2022-11-12 19:09:55.288982,loc_14,x,c_924
8831,c_loc_15_comfort_1667876996.288982,2022-11-07 19:09:56.288982,2022-11-12 19:09:56.288982,loc_15,comfort,c_547
8832,c_loc_12_x_1667876997.288982,2022-11-07 19:09:57.288982,2022-11-12 19:09:57.288982,loc_12,x,c_712
8833,c_loc_12_green_1667876998.288982,2022-11-07 19:09:58.288982,2022-11-12 19:09:58.288982,loc_12,green,c_781
8834,c_loc_19_x_1667876999.288982,2022-11-07 19:09:59.288982,2022-11-12 19:09:59.288982,loc_19,x,c_18
8835,c_loc_16_x_1667877000.288982,2022-11-07 19:10:00.288982,2022-11-12 19:10:00.288982,loc_16,x,c_23
8836,c_loc_9_x_1667877001.288982,2022-11-07 19:10:01.288982,2022-11-12 19:10:01.288982,loc_9,x,c_517
8837,c_loc_6_xl_1667877002.288982,2022-11-07 19:10:02.288982,2022-11-12 19:10:02.288982,loc_6,xl,c_862
8838,c_loc_7_xl_1667877003.288982,2022-11-07 19:10:03.288982,2022-11-12 19:10:03.288982,loc_7,xl,c_384
8839,c_loc_9_xl_1667877004.288982,2022-11-07 19:10:04.288982,2022-11-12 19:10:04.288982,loc_9,xl,c_554
8840,c_loc_5_x_1667877005.288982,2022-11-07 19:10:05.288982,2022-11-12 19:10:05.288982,loc_5,x,c_392
8841,c_loc_14_xl_1667877006.288982,2022-11-07 19:10:06.288982,2022-11-12 19:10:06.288982,loc_14,xl,c_225
8842,c_loc_15_green_1667877007.288982,2022-11-07 19:10:07.288982,2022-11-12 19:10:07.288982,loc_15,green,c_891
8843,c_loc_1_x_1667877008.288982,2022-11-07 19:10:08.288982,2022-11-12 19:10:08.288982,loc_1,x,c_591
8844,c_loc_16_green_1667877009.288982,2022-11-07 19:10:09.288982,2022-11-12 19:10:09.288982,loc_16,green,c_433
8845,c_loc_10_x_1667877010.288982,2022-11-07 19:10:10.288982,2022-11-12 19:10:10.288982,loc_10,x,c_469
8846,c_loc_0_green_1667877011.288982,2022-11-07 19:10:11.288982,2022-11-12 19:10:11.288982,loc_0,green,c_93
8847,c_loc_5_comfort_1667877012.288982,2022-11-07 19:10:12.288982,2022-11-12 19:10:12.288982,loc_5,comfort,c_24
8848,c_loc_11_comfort_1667877013.288982,2022-11-07 19:10:13.288982,2022-11-12 19:10:13.288982,loc_11,comfort,c_274
8849,c_loc_19_xl_1667877014.288982,2022-11-07 19:10:14.288982,2022-11-12 19:10:14.288982,loc_19,xl,c_186
8850,c_loc_6_x_1667877015.288982,2022-11-07 19:10:15.288982,2022-11-12 19:10:15.288982,loc_6,x,c_131
8851,c_loc_3_xl_1667877016.288982,2022-11-07 19:10:16.288982,2022-11-12 19:10:16.288982,loc_3,xl,c_909
8852,c_loc_16_x_1667877017.288982,2022-11-07 19:10:17.288982,2022-11-12 19:10:17.288982,loc_16,x,c_701
8853,c_loc_10_green_1667877018.288982,2022-11-07 19:10:18.288982,2022-11-12 19:10:18.288982,loc_10,green,c_637
8854,c_loc_10_comfort_1667877019.288982,2022-11-07 19:10:19.288982,2022-11-12 19:10:19.288982,loc_10,comfort,c_588
8855,c_loc_6_comfort_1667877020.288982,2022-11-07 19:10:20.288982,2022-11-12 19:10:20.288982,loc_6,comfort,c_572
8856,c_loc_11_x_1667877021.288982,2022-11-07 19:10:21.288982,2022-11-12 19:10:21.288982,loc_11,x,c_634
8857,c_loc_0_green_1667877022.288982,2022-11-07 19:10:22.288982,2022-11-12 19:10:22.288982,loc_0,green,c_630
8858,c_loc_12_green_1667877023.288982,2022-11-07 19:10:23.288982,2022-11-12 19:10:23.288982,loc_12,green,c_294
8859,c_loc_18_xl_1667877024.288982,2022-11-07 19:10:24.288982,2022-11-12 19:10:24.288982,loc_18,xl,c_478
8860,c_loc_13_x_1667877025.288982,2022-11-07 19:10:25.288982,2022-11-12 19:10:25.288982,loc_13,x,c_63
8861,c_loc_3_green_1667877026.288982,2022-11-07 19:10:26.288982,2022-11-12 19:10:26.288982,loc_3,green,c_944
8862,c_loc_18_x_1667877027.288982,2022-11-07 19:10:27.288982,2022-11-12 19:10:27.288982,loc_18,x,c_487
8863,c_loc_18_x_1667877028.288982,2022-11-07 19:10:28.288982,2022-11-12 19:10:28.288982,loc_18,x,c_120
8864,c_loc_1_comfort_1667877029.288982,2022-11-07 19:10:29.288982,2022-11-12 19:10:29.288982,loc_1,comfort,c_903
8865,c_loc_3_xl_1667877030.288982,2022-11-07 19:10:30.288982,2022-11-12 19:10:30.288982,loc_3,xl,c_164
8866,c_loc_8_xl_1667877031.288982,2022-11-07 19:10:31.288982,2022-11-12 19:10:31.288982,loc_8,xl,c_283
8867,c_loc_11_green_1667877032.288982,2022-11-07 19:10:32.288982,2022-11-12 19:10:32.288982,loc_11,green,c_539
8868,c_loc_3_xl_1667877033.288982,2022-11-07 19:10:33.288982,2022-11-12 19:10:33.288982,loc_3,xl,c_732
8869,c_loc_13_comfort_1667877034.288982,2022-11-07 19:10:34.288982,2022-11-12 19:10:34.288982,loc_13,comfort,c_216
8870,c_loc_8_green_1667877035.288982,2022-11-07 19:10:35.288982,2022-11-12 19:10:35.288982,loc_8,green,c_337
8871,c_loc_17_green_1667877036.288982,2022-11-07 19:10:36.288982,2022-11-12 19:10:36.288982,loc_17,green,c_413
8872,c_loc_15_x_1667877037.288982,2022-11-07 19:10:37.288982,2022-11-12 19:10:37.288982,loc_15,x,c_435
8873,c_loc_16_comfort_1667877038.288982,2022-11-07 19:10:38.288982,2022-11-12 19:10:38.288982,loc_16,comfort,c_575
8874,c_loc_2_x_1667877039.288982,2022-11-07 19:10:39.288982,2022-11-12 19:10:39.288982,loc_2,x,c_473
8875,c_loc_8_green_1667877040.288982,2022-11-07 19:10:40.288982,2022-11-12 19:10:40.288982,loc_8,green,c_590
8876,c_loc_17_comfort_1667877041.288982,2022-11-07 19:10:41.288982,2022-11-12 19:10:41.288982,loc_17,comfort,c_685
8877,c_loc_3_x_1667877042.288982,2022-11-07 19:10:42.288982,2022-11-12 19:10:42.288982,loc_3,x,c_870
8878,c_loc_8_comfort_1667877043.288982,2022-11-07 19:10:43.288982,2022-11-12 19:10:43.288982,loc_8,comfort,c_151
8879,c_loc_2_comfort_1667877044.288982,2022-11-07 19:10:44.288982,2022-11-12 19:10:44.288982,loc_2,comfort,c_863
8880,c_loc_3_xl_1667877045.288982,2022-11-07 19:10:45.288982,2022-11-12 19:10:45.288982,loc_3,xl,c_806
8881,c_loc_5_green_1667877046.288982,2022-11-07 19:10:46.288982,2022-11-12 19:10:46.288982,loc_5,green,c_995
8882,c_loc_10_green_1667877047.288982,2022-11-07 19:10:47.288982,2022-11-12 19:10:47.288982,loc_10,green,c_407
8883,c_loc_10_comfort_1667877048.288982,2022-11-07 19:10:48.288982,2022-11-12 19:10:48.288982,loc_10,comfort,c_199
8884,c_loc_3_x_1667877049.288982,2022-11-07 19:10:49.288982,2022-11-12 19:10:49.288982,loc_3,x,c_981
8885,c_loc_18_green_1667877050.288982,2022-11-07 19:10:50.288982,2022-11-12 19:10:50.288982,loc_18,green,c_538
8886,c_loc_18_comfort_1667877051.288982,2022-11-07 19:10:51.288982,2022-11-12 19:10:51.288982,loc_18,comfort,c_152
8887,c_loc_15_comfort_1667877052.288982,2022-11-07 19:10:52.288982,2022-11-12 19:10:52.288982,loc_15,comfort,c_243
8888,c_loc_16_green_1667877053.288982,2022-11-07 19:10:53.288982,2022-11-12 19:10:53.288982,loc_16,green,c_389
8889,c_loc_9_green_1667877054.288982,2022-11-07 19:10:54.288982,2022-11-12 19:10:54.288982,loc_9,green,c_25
8890,c_loc_7_x_1667877055.288982,2022-11-07 19:10:55.288982,2022-11-12 19:10:55.288982,loc_7,x,c_338
8891,c_loc_0_x_1667877056.288982,2022-11-07 19:10:56.288982,2022-11-12 19:10:56.288982,loc_0,x,c_50
8892,c_loc_16_green_1667877057.288982,2022-11-07 19:10:57.288982,2022-11-12 19:10:57.288982,loc_16,green,c_17
8893,c_loc_1_comfort_1667877058.288982,2022-11-07 19:10:58.288982,2022-11-12 19:10:58.288982,loc_1,comfort,c_491
8894,c_loc_0_green_1667877059.288982,2022-11-07 19:10:59.288982,2022-11-12 19:10:59.288982,loc_0,green,c_742
8895,c_loc_10_xl_1667877060.288982,2022-11-07 19:11:00.288982,2022-11-12 19:11:00.288982,loc_10,xl,c_673
8896,c_loc_17_xl_1667877061.288982,2022-11-07 19:11:01.288982,2022-11-12 19:11:01.288982,loc_17,xl,c_677
8897,c_loc_2_x_1667877062.288982,2022-11-07 19:11:02.288982,2022-11-12 19:11:02.288982,loc_2,x,c_129
8898,c_loc_4_comfort_1667877063.288982,2022-11-07 19:11:03.288982,2022-11-12 19:11:03.288982,loc_4,comfort,c_212
8899,c_loc_10_comfort_1667877064.288982,2022-11-07 19:11:04.288982,2022-11-12 19:11:04.288982,loc_10,comfort,c_372
8900,c_loc_14_x_1667877065.288982,2022-11-07 19:11:05.288982,2022-11-12 19:11:05.288982,loc_14,x,c_323
8901,c_loc_2_x_1667877066.288982,2022-11-07 19:11:06.288982,2022-11-12 19:11:06.288982,loc_2,x,c_405
8902,c_loc_19_comfort_1667877067.288982,2022-11-07 19:11:07.288982,2022-11-12 19:11:07.288982,loc_19,comfort,c_874
8903,c_loc_13_green_1667877068.288982,2022-11-07 19:11:08.288982,2022-11-12 19:11:08.288982,loc_13,green,c_768
8904,c_loc_5_xl_1667877069.288982,2022-11-07 19:11:09.288982,2022-11-12 19:11:09.288982,loc_5,xl,c_518
8905,c_loc_3_green_1667877070.288982,2022-11-07 19:11:10.288982,2022-11-12 19:11:10.288982,loc_3,green,c_864
8906,c_loc_6_x_1667877071.288982,2022-11-07 19:11:11.288982,2022-11-12 19:11:11.288982,loc_6,x,c_285
8907,c_loc_6_comfort_1667877072.288982,2022-11-07 19:11:12.288982,2022-11-12 19:11:12.288982,loc_6,comfort,c_359
8908,c_loc_0_comfort_1667877073.288982,2022-11-07 19:11:13.288982,2022-11-12 19:11:13.288982,loc_0,comfort,c_730
8909,c_loc_18_x_1667877074.288982,2022-11-07 19:11:14.288982,2022-11-12 19:11:14.288982,loc_18,x,c_541
8910,c_loc_10_xl_1667877075.288982,2022-11-07 19:11:15.288982,2022-11-12 19:11:15.288982,loc_10,xl,c_657
8911,c_loc_16_xl_1667877076.288982,2022-11-07 19:11:16.288982,2022-11-12 19:11:16.288982,loc_16,xl,c_398
8912,c_loc_0_xl_1667877077.288982,2022-11-07 19:11:17.288982,2022-11-12 19:11:17.288982,loc_0,xl,c_962
8913,c_loc_12_green_1667877078.288982,2022-11-07 19:11:18.288982,2022-11-12 19:11:18.288982,loc_12,green,c_987
8914,c_loc_2_comfort_1667877079.288982,2022-11-07 19:11:19.288982,2022-11-12 19:11:19.288982,loc_2,comfort,c_538
8915,c_loc_9_xl_1667877080.288982,2022-11-07 19:11:20.288982,2022-11-12 19:11:20.288982,loc_9,xl,c_757
8916,c_loc_4_comfort_1667877081.288982,2022-11-07 19:11:21.288982,2022-11-12 19:11:21.288982,loc_4,comfort,c_346
8917,c_loc_19_green_1667877082.288982,2022-11-07 19:11:22.288982,2022-11-12 19:11:22.288982,loc_19,green,c_885
8918,c_loc_0_xl_1667877083.288982,2022-11-07 19:11:23.288982,2022-11-12 19:11:23.288982,loc_0,xl,c_406
8919,c_loc_18_comfort_1667877084.288982,2022-11-07 19:11:24.288982,2022-11-12 19:11:24.288982,loc_18,comfort,c_876
8920,c_loc_0_xl_1667877085.288982,2022-11-07 19:11:25.288982,2022-11-12 19:11:25.288982,loc_0,xl,c_656
8921,c_loc_2_comfort_1667877086.288982,2022-11-07 19:11:26.288982,2022-11-12 19:11:26.288982,loc_2,comfort,c_971
8922,c_loc_15_comfort_1667877087.288982,2022-11-07 19:11:27.288982,2022-11-12 19:11:27.288982,loc_15,comfort,c_497
8923,c_loc_16_x_1667877088.288982,2022-11-07 19:11:28.288982,2022-11-12 19:11:28.288982,loc_16,x,c_625
8924,c_loc_1_comfort_1667877089.288982,2022-11-07 19:11:29.288982,2022-11-12 19:11:29.288982,loc_1,comfort,c_920
8925,c_loc_12_green_1667877090.288982,2022-11-07 19:11:30.288982,2022-11-12 19:11:30.288982,loc_12,green,c_798
8926,c_loc_1_comfort_1667877091.288982,2022-11-07 19:11:31.288982,2022-11-12 19:11:31.288982,loc_1,comfort,c_258
8927,c_loc_3_x_1667877092.288982,2022-11-07 19:11:32.288982,2022-11-12 19:11:32.288982,loc_3,x,c_917
8928,c_loc_8_x_1667877093.288982,2022-11-07 19:11:33.288982,2022-11-12 19:11:33.288982,loc_8,x,c_140
8929,c_loc_19_comfort_1667877094.288982,2022-11-07 19:11:34.288982,2022-11-12 19:11:34.288982,loc_19,comfort,c_937
8930,c_loc_8_green_1667877095.288982,2022-11-07 19:11:35.288982,2022-11-12 19:11:35.288982,loc_8,green,c_387
8931,c_loc_4_green_1667877096.288982,2022-11-07 19:11:36.288982,2022-11-12 19:11:36.288982,loc_4,green,c_859
8932,c_loc_7_x_1667877097.288982,2022-11-07 19:11:37.288982,2022-11-12 19:11:37.288982,loc_7,x,c_741
8933,c_loc_7_green_1667877098.288982,2022-11-07 19:11:38.288982,2022-11-12 19:11:38.288982,loc_7,green,c_139
8934,c_loc_5_green_1667877099.288982,2022-11-07 19:11:39.288982,2022-11-12 19:11:39.288982,loc_5,green,c_957
8935,c_loc_10_xl_1667877100.288982,2022-11-07 19:11:40.288982,2022-11-12 19:11:40.288982,loc_10,xl,c_487
8936,c_loc_11_xl_1667877101.288982,2022-11-07 19:11:41.288982,2022-11-12 19:11:41.288982,loc_11,xl,c_399
8937,c_loc_2_x_1667877102.288982,2022-11-07 19:11:42.288982,2022-11-12 19:11:42.288982,loc_2,x,c_158
8938,c_loc_16_comfort_1667877103.288982,2022-11-07 19:11:43.288982,2022-11-12 19:11:43.288982,loc_16,comfort,c_711
8939,c_loc_1_xl_1667877104.288982,2022-11-07 19:11:44.288982,2022-11-12 19:11:44.288982,loc_1,xl,c_160
8940,c_loc_12_xl_1667877105.302002,2022-11-07 19:11:45.302002,2022-11-12 19:11:45.302002,loc_12,xl,c_813
8941,c_loc_0_xl_1667877106.302002,2022-11-07 19:11:46.302002,2022-11-12 19:11:46.302002,loc_0,xl,c_745
8942,c_loc_8_xl_1667877107.302002,2022-11-07 19:11:47.302002,2022-11-12 19:11:47.302002,loc_8,xl,c_178
8943,c_loc_13_comfort_1667877108.302002,2022-11-07 19:11:48.302002,2022-11-12 19:11:48.302002,loc_13,comfort,c_978
8944,c_loc_17_green_1667877109.302002,2022-11-07 19:11:49.302002,2022-11-12 19:11:49.302002,loc_17,green,c_632
8945,c_loc_17_x_1667877110.302002,2022-11-07 19:11:50.302002,2022-11-12 19:11:50.302002,loc_17,x,c_451
8946,c_loc_10_xl_1667877111.302002,2022-11-07 19:11:51.302002,2022-11-12 19:11:51.302002,loc_10,xl,c_396
8947,c_loc_13_xl_1667877112.302002,2022-11-07 19:11:52.302002,2022-11-12 19:11:52.302002,loc_13,xl,c_954
8948,c_loc_5_green_1667877113.302002,2022-11-07 19:11:53.302002,2022-11-12 19:11:53.302002,loc_5,green,c_458
8949,c_loc_0_xl_1667877114.302002,2022-11-07 19:11:54.302002,2022-11-12 19:11:54.302002,loc_0,xl,c_723
8950,c_loc_13_comfort_1667877115.302002,2022-11-07 19:11:55.302002,2022-11-12 19:11:55.302002,loc_13,comfort,c_164
8951,c_loc_6_xl_1667877116.302002,2022-11-07 19:11:56.302002,2022-11-12 19:11:56.302002,loc_6,xl,c_108
8952,c_loc_16_comfort_1667877117.302002,2022-11-07 19:11:57.302002,2022-11-12 19:11:57.302002,loc_16,comfort,c_776
8953,c_loc_8_comfort_1667877118.302002,2022-11-07 19:11:58.302002,2022-11-12 19:11:58.302002,loc_8,comfort,c_204
8954,c_loc_1_comfort_1667877119.302002,2022-11-07 19:11:59.302002,2022-11-12 19:11:59.302002,loc_1,comfort,c_495
8955,c_loc_19_comfort_1667877120.302002,2022-11-07 19:12:00.302002,2022-11-12 19:12:00.302002,loc_19,comfort,c_308
8956,c_loc_8_x_1667877121.302002,2022-11-07 19:12:01.302002,2022-11-12 19:12:01.302002,loc_8,x,c_129
8957,c_loc_18_green_1667877122.302002,2022-11-07 19:12:02.302002,2022-11-12 19:12:02.302002,loc_18,green,c_229
8958,c_loc_16_comfort_1667877123.302002,2022-11-07 19:12:03.302002,2022-11-12 19:12:03.302002,loc_16,comfort,c_261
8959,c_loc_0_x_1667877124.302002,2022-11-07 19:12:04.302002,2022-11-12 19:12:04.302002,loc_0,x,c_50
8960,c_loc_11_green_1667877125.302002,2022-11-07 19:12:05.302002,2022-11-12 19:12:05.302002,loc_11,green,c_134
8961,c_loc_1_comfort_1667877126.302002,2022-11-07 19:12:06.302002,2022-11-12 19:12:06.302002,loc_1,comfort,c_147
8962,c_loc_15_comfort_1667877127.302002,2022-11-07 19:12:07.302002,2022-11-12 19:12:07.302002,loc_15,comfort,c_822
8963,c_loc_16_comfort_1667877128.302002,2022-11-07 19:12:08.302002,2022-11-12 19:12:08.302002,loc_16,comfort,c_41
8964,c_loc_17_x_1667877129.302002,2022-11-07 19:12:09.302002,2022-11-12 19:12:09.302002,loc_17,x,c_49
8965,c_loc_4_green_1667877130.302002,2022-11-07 19:12:10.302002,2022-11-12 19:12:10.302002,loc_4,green,c_482
8966,c_loc_15_x_1667877131.302002,2022-11-07 19:12:11.302002,2022-11-12 19:12:11.302002,loc_15,x,c_731
8967,c_loc_3_xl_1667877132.302002,2022-11-07 19:12:12.302002,2022-11-12 19:12:12.302002,loc_3,xl,c_555
8968,c_loc_1_x_1667877133.302002,2022-11-07 19:12:13.302002,2022-11-12 19:12:13.302002,loc_1,x,c_635
8969,c_loc_4_xl_1667877134.302002,2022-11-07 19:12:14.302002,2022-11-12 19:12:14.302002,loc_4,xl,c_124
8970,c_loc_7_green_1667877135.302002,2022-11-07 19:12:15.302002,2022-11-12 19:12:15.302002,loc_7,green,c_999
8971,c_loc_0_xl_1667877136.302002,2022-11-07 19:12:16.302002,2022-11-12 19:12:16.302002,loc_0,xl,c_779
8972,c_loc_11_green_1667877137.302002,2022-11-07 19:12:17.302002,2022-11-12 19:12:17.302002,loc_11,green,c_273
8973,c_loc_6_green_1667877138.302002,2022-11-07 19:12:18.302002,2022-11-12 19:12:18.302002,loc_6,green,c_58
8974,c_loc_6_x_1667877139.302002,2022-11-07 19:12:19.302002,2022-11-12 19:12:19.302002,loc_6,x,c_530
8975,c_loc_15_x_1667877140.302002,2022-11-07 19:12:20.302002,2022-11-12 19:12:20.302002,loc_15,x,c_909
8976,c_loc_2_green_1667877141.302002,2022-11-07 19:12:21.302002,2022-11-12 19:12:21.302002,loc_2,green,c_480
